datetime,NO2_BRINGELLY,NO2_CAMDEN,NO2_CAMPBELLTOWN_WEST,NO2_LIVERPOOL,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN WEST,OZONE_LIVERPOOL,OZONE_CAMPBELLTOWN,OZONE_ABERDEEN,OZONE_BULGA,OZONE_CAMBERWELL,OZONE_JERRYS PLAINS,OZONE_MAISON DIEU,OZONE_MERRIWA,OZONE_MOUNT THORLEY,OZONE_MUSWELLBROOK,OZONE_MUSWELLBROOK NW,OZONE_SINGLETON,OZONE_SINGLETON NW,OZONE_SINGLETON SOUTH,OZONE_WARKWORTH,OZONE_WYBONG,OZONE_BERESFIELD,OZONE_CARRINGTON,OZONE_MAYFIELD,OZONE_NEWCASTLE,OZONE_STOCKTON,OZONE_WALLSEND,OZONE_MORISSET,OZONE_WYONG,OZONE_ALBION PARK,OZONE_ALBION PARK RAIL,OZONE_ALBION PARK SOUTH,OZONE_KEMBLA GRANGE,OZONE_WARRAWONG,OZONE_WOLLONGONG,OZONE_BRADFIELD HIGHWAY,OZONE_ALBURY,OZONE_ARMIDALE,OZONE_BATHURST,OZONE_COFFS HARBOUR,OZONE_GOULBURN,OZONE_GUNNEDAH,OZONE_NARRABRI,OZONE_ORANGE,OZONE_PORT MACQUARIE,OZONE_TAMWORTH,OZONE_WAGGA WAGGA,OZONE_WAGGA WAGGA NORTH,OZONE_BARGO,OZONE_BLACKTOWN ,OZONE_CHULLORA,OZONE_COOK AND PHILLIP,OZONE_EARLWOOD,OZONE_LIDCOMBE,OZONE_LIDCOMBE (FORMER),OZONE_LINDFIELD,OZONE_LIVERPOOL,OZONE_MACARTHUR,OZONE_MACQUARIE PARK,OZONE_OAKDALE,OZONE_PARRAMATTA NORTH ,OZONE_PENRITH,OZONE_PROSPECT,OZONE_RANDWICK,OZONE_RICHMOND,OZONE_ROUSE HILL,OZONE_ROZELLE,OZONE_ST MARYS,OZONE_SYDNEY,OZONE_VINEYARD,OZONE_WOOLOOWARE,OZONE_ARMIDALE,OZONE_BOURKE,OZONE_BROKEN HILL,OZONE_BURONGA,OZONE_COBAR,OZONE_CONDOBOLIN,OZONE_COOMA,OZONE_COOMBAH,OZONE_COWRA,OZONE_DENILIQUIN,OZONE_DUBBO,OZONE_EUSTON,OZONE_GRAFTON,OZONE_GRIFFITH,OZONE_GUNNEDAH,OZONE_GUNNEDAH SOUTH EAST,OZONE_HAY,OZONE_HILLSTON,OZONE_IVANHOE,OZONE_JUNEE,OZONE_KYALITE,OZONE_LAKE VICTORIA,OZONE_LAMEROO,OZONE_LISMORE,OZONE_LODDON PLAINS,OZONE_MERIMBULA,OZONE_MOOLAWATANA,OZONE_MOREE,OZONE_NARRANDERA,OZONE_PARKES,OZONE_POONCARIE,OZONE_RAND,OZONE_TEMORA,OZONE_TIBOOBURRA,OZONE_WAGGA WAGGA NORTH,OZONE_WALGETT,OZONE_WALPEUP,OZONE_WERRIMULL,OZONE_WEST WYALONG,OZONE_WHITE CLIFFS,OZONE_WYCHEPROOF,OZONE_CAMMERAY,OZONE_CATARACT RFS,OZONE_KATOOMBA,OZONE_KURRAJONG HEIGHTS,OZONE_LIVERPOOL SWAQS,OZONE_PORT KEMBLA,OZONE_PORT KEMBLA STEELWORKS,OZONE_WENTWORTH FALLS,OZONE_KURRI KURRI,OZONE_BOWRAL,OZONE_BATEMANS BAY,OZONE_COFFS HARBOUR,OZONE_COFFS HARBOUR,OZONE_COOMA,OZONE_GRAFTON,OZONE_LISMORE,OZONE_MERIMBULA,OZONE_PORT MACQUARIE,OZONE_TAREE,OZONE_ULLADULLA,PM25_CAMDEN,PM25_LIVERPOOL,PM25_BRINGELLY,WDR_BRINGELLY,WDR_CAMDEN,WDR_CAMPBELLTOWN_WEST,WDR_LIVERPOOL,WSP_BRINGELLY,WSP_CAMDEN,WSP_CAMPBELLTOWN_WEST,WSP_LIVERPOOL,hour,season_number,forecast_hours,PM25_ABERDEEN,PM25_BULGA,PM25_CAMBERWELL,PM25_JERRYS PLAINS,PM25_MAISON DIEU,PM25_MERRIWA,PM25_MOUNT THORLEY,PM25_MUSWELLBROOK,PM25_MUSWELLBROOK NW,PM25_SINGLETON,PM25_SINGLETON NW,PM25_SINGLETON SOUTH,PM25_WARKWORTH,PM25_WYBONG,PM25_BERESFIELD,PM25_CARRINGTON,PM25_MAYFIELD,PM25_NEWCASTLE,PM25_STOCKTON,PM25_WALLSEND,PM25_MORISSET,PM25_WYONG,PM25_ALBION PARK,PM25_ALBION PARK RAIL,PM25_ALBION PARK SOUTH,PM25_KEMBLA GRANGE,PM25_WARRAWONG,PM25_WOLLONGONG,PM25_BRADFIELD HIGHWAY,PM25_ALBURY,PM25_ARMIDALE,PM25_BATHURST,PM25_COFFS HARBOUR,PM25_GOULBURN,PM25_GUNNEDAH,PM25_NARRABRI,PM25_ORANGE,PM25_PORT MACQUARIE,PM25_TAMWORTH,PM25_WAGGA WAGGA,PM25_WAGGA WAGGA NORTH,PM25_BARGO,PM25_BLACKTOWN ,PM25_BRINGELLY,PM25_CAMDEN,PM25_CAMPBELLTOWN,PM25_CAMPBELLTOWN WEST,PM25_CHULLORA,PM25_COOK AND PHILLIP,PM25_EARLWOOD,PM25_LIDCOMBE,PM25_LIDCOMBE (FORMER),PM25_LINDFIELD,PM25_LIVERPOOL,PM25_MACARTHUR,PM25_MACQUARIE PARK,PM25_OAKDALE,PM25_PARRAMATTA NORTH ,PM25_PENRITH,PM25_PROSPECT,PM25_RANDWICK,PM25_RICHMOND,PM25_ROUSE HILL,PM25_ROZELLE,PM25_ST MARYS,PM25_SYDNEY,PM25_VINEYARD,PM25_WOOLOOWARE,PM25_ARMIDALE,PM25_BOURKE,PM25_BROKEN HILL,PM25_BURONGA,PM25_COBAR,PM25_CONDOBOLIN,PM25_COOMA,PM25_COOMBAH,PM25_COWRA,PM25_DENILIQUIN,PM25_DUBBO,PM25_EUSTON,PM25_GRAFTON,PM25_GRIFFITH,PM25_GUNNEDAH,PM25_GUNNEDAH SOUTH EAST,PM25_HAY,PM25_HILLSTON,PM25_IVANHOE,PM25_JUNEE,PM25_KYALITE,PM25_LAKE VICTORIA,PM25_LAMEROO,PM25_LISMORE,PM25_LODDON PLAINS,PM25_MERIMBULA,PM25_MOOLAWATANA,PM25_MOREE,PM25_NARRANDERA,PM25_PARKES,PM25_POONCARIE,PM25_RAND,PM25_TEMORA,PM25_TIBOOBURRA,PM25_WAGGA WAGGA NORTH,PM25_WALGETT,PM25_WALPEUP,PM25_WERRIMULL,PM25_WEST WYALONG,PM25_WHITE CLIFFS,PM25_WYCHEPROOF,PM25_CAMMERAY,PM25_CATARACT RFS,PM25_KATOOMBA,PM25_KURRAJONG HEIGHTS,PM25_LIVERPOOL SWAQS,PM25_PORT KEMBLA,PM25_PORT KEMBLA STEELWORKS,PM25_WENTWORTH FALLS,PM25_KURRI KURRI,PM25_BOWRAL,PM25_BATEMANS BAY,PM25_COFFS HARBOUR,PM25_COFFS HARBOUR,PM25_COOMA,PM25_GRAFTON,PM25_LISMORE,PM25_MERIMBULA,PM25_PORT MACQUARIE,PM25_TAREE,PM25_ULLADULLA
2019-01-01 9:00:00+10:00,0.9952,0.829332,1.063939,1.221673,4.5623,4.9225,4.6448,3.697,1.2535,3.6955,0.5564,4.5889,1.1845,0.7746,1.6014,1.228,4.5784,1.2554,3.0511,2.9449,0.8673,0.5866,3.1856,4.1229,3.479,2.6195,2.5474,5.1023,4.2092,3.8352,4.2243,2.5387,3.535,3.7224,1.8479,4.0839,0.8521,0.4078,4.8617,2.148,4.4158,1.2908,3.7956,5.7799,0.4082,4.6089,5.016,0.2298,4.1753,2.8369,3.1125,1.7795,5.16,1.3406,5.1658,1.8006,4.7342,1.6934,5.1446,2.1694,3.6206,5.6446,5.5373,4.3642,4.9425,4.4488,0.9939,4.3256,4.0897,0.3036,4.8271,1.0722,2.9527,5.015,4.6353,4.1193,4.7043,1.7026,3.0413,0.8285,2.7923,2.7137,3.289,2.1853,2.0323,4.3293,3.2104,5.7605,1.2198,0.1666,0.6381,3.9231,1.3292,6.0784,0.9374,0.4182,1.1914,5.7042,1.3206,5.3823,5.0342,0.2173,5.7449,3.5518,0.5085,5.8286,0.1275,1.9861,2.1872,2.3768,6.0443,2.4187,5.5651,2.8868,4.5626,2.0323,3.532,6.0364,5.9363,2.6369,4.2683,5.1669,2.7763,2.0175,0.5701,5.3744,5.2785,3.2163,4.3639,4.6477,4.6247,4.6834,5.0001,5.8673,5.081,1.8878,3.4619,105.903,95.966,68.905,111.06,1.397,0.673,1.511,1.632,20,1,-1,15,15,21,19,12,4,15,14,17,6,23,9,17,4,17,2,4,19,15,10,12,14,15,16,22,9,23,4,11,8,15,4,19,13,19,21,20,24,6,25,11,4,16,3,13,22,10,3,23,16,7,2,24,8,17,3,11,20,6,10,9,8,5,24,21,1,18,23,8,19,25,18,13,15,19,19,6,22,17,21,18,11,4,4,16,3,14,12,13,8,22,11,22,6,15,7,22,23,14,7,9,24,10,15,25,9,14,21,7,16,10,19,8,12,8,21,23,7,10,23,4,18,14,17,13,8,18,13,15
2019-01-01 10:00:00+10:00,1.187,1.03264,1.289744,1.722637,3.7372,3.9432,3.509,2.5365,3.8353,2.0323,5.3649,2.0193,3.729,1.4447,0.3527,3.2588,0.6605,4.6701,5.1548,2.0623,4.453,2.3702,4.4341,3.1543,1.7497,2.5995,3.5844,0.2246,1.9263,2.7866,0.3908,4.2246,0.8546,0.968,1.3977,5.6848,3.1824,0.9339,4.1348,1.4714,4.0877,5.9802,4.5745,4.591,4.3233,0.5873,4.4043,1.5981,4.7426,4.1658,4.2128,2.8685,3.3822,1.7429,5.0337,1.5975,0.974,5.8164,3.667,4.6112,3.2313,4.1385,4.1848,1.9077,3.5014,3.4785,5.7411,0.2233,5.7974,4.9057,1.5022,3.9827,2.9053,4.655,2.3748,5.242,3.9417,1.8847,3.475,0.9864,3.7057,3.2526,3.3319,2.4134,2.9489,5.792,2.2794,0.8985,0.1387,3.2062,2.4446,4.3674,1.0455,1.0049,4.4803,4.7281,3.2765,1.5624,5.4532,4.8645,4.5591,1.4504,0.2701,1.4986,0.791,3.3678,4.5011,3.1124,3.569,0.4611,4.4535,2.7674,4.4623,0.7836,2.9967,3.6953,1.1086,4.7069,5.3964,5.1712,4.7081,0.1627,1.656,4.6265,5.4365,0.6138,5.4502,2.3467,4.1854,5.9262,5.1947,0.2384,5.0537,2.8264,5.5934,1.3579,1.7479,114.366,180,71.017,122.463,1.461,0.318,0.705,0.723,21,1,0,21,15,20,9,11,4,3,24,13,21,16,15,12,14,20,22,7,10,20,24,1,17,14,9,6,2,23,3,18,10,22,15,8,4,25,5,5,9,11,21,4,13,9,16,24,15,11,12,22,12,22,21,10,8,11,8,11,12,7,14,19,25,23,11,13,14,25,22,22,24,6,24,24,12,23,22,7,12,7,24,23,4,19,25,8,14,20,3,15,3,6,5,10,21,16,6,9,9,11,20,22,20,14,21,21,18,9,4,25,22,23,9,5,16,5,23,22,15,2,14,25,21,12,12,8,10,11,19,22
2019-01-01 11:00:00+10:00,,,,,1.811662436,1.981660485,1.422594428,1.56401372,0.0382,1.2997,3.435,0.7377,4.1579,3.8401,3.1856,5.1696,4.8849,5.5836,1.1612,5.6266,2.8775,4.2194,1.6183,0.3319,5.5216,3.1217,2.0027,0.819,5.8642,5.1506,1.4011,2.1219,4.1798,0.7564,2.5288,2.6068,2.9573,5.5301,5.9736,3.3113,4.3835,2.0443,2.6936,5.919,0.1837,5.8693,3.5973,0.3986,3.4937,1.6083,0.2569,5.4758,5.5592,3.2145,1.337,3.5503,1.8162,3.3992,3.1558,2.2861,5.001,2.6052,5.5567,5.6319,3.63,4.0646,1.8043,2.6349,0.243,2.1541,5.9815,2.5644,1.0937,1.2876,0.9945,4.3371,3.8798,5.2338,3.8794,2.3299,3.1632,1.1473,4.022,2.9035,1.6215,4.7258,0.3361,2.9334,2.7629,0.8564,1.4332,5.2461,0.8668,2.912,5.1651,1.9076,0.2172,3.1079,0.3802,3.4268,4.2432,2.0931,4.4225,1.0689,1.2865,0.6985,5.6497,2.9404,2.7705,6.0505,2.4996,2.433,1.9852,4.8375,5.8415,3.6514,3.7465,2.3719,1.3604,2.2959,0.244,3.3289,4.0636,6.0066,5.3141,1.6038,5.5922,4.7328,3.9961,2.8903,5.3748,5.7199,5.8663,2.7641,3.0414,4.015,2.8607,,,,,,,,,,,1,23,17,17,2,12,4,2,23,7,3,6,10,16,21,4,12,10,23,23,14,7,3,3,21,11,23,15,10,10,23,8,21,10,12,17,24,18,16,9,9,14,17,8,2,12,2,4,12,18,2,4,16,13,8,16,20,16,7,9,20,3,21,21,20,9,1,4,12,5,13,9,16,18,10,13,9,4,6,13,6,3,7,4,12,17,20,9,15,5,7,22,16,20,8,16,15,12,22,19,8,7,5,19,17,13,16,18,11,15,2,10,19,15,2,6,18,15,22,4,24,16,3,7,20,18,23,9,16,3
2019-01-01 12:00:00+10:00,,,,,1.799045563,1.965211391,1.475511789,1.582353354,3.4021,3.9583,3.9094,2.9814,1.0393,3.1401,2.5283,4.849,3.5038,0.9697,1.1235,4.4568,1.7206,1.806,4.1173,5.1209,1.6303,0.8296,3.5419,2.6967,4.9569,1.2335,2.7139,4.1778,1.326,2.3785,3.5931,4.533,3.0377,2.8411,5.9902,0.7609,6.0993,1.5445,2.6857,1.8669,5.8286,1.1858,3.4478,0.5325,0.7488,1.5433,5.6563,5.407,3.3816,0.599,2.6578,2.1504,3.9817,2.571,5.4346,2.8123,2.4898,0.2203,1.1639,2.6825,0.9259,3.2045,2.2785,2.6005,1.055,2.3761,5.9444,2.0157,0.2201,4.8007,5.2329,3.9492,1.9192,5.1968,0.4637,5.1022,5.9304,4.1267,2.723,3.8553,6.0287,1.6126,4.5185,0.2691,1.0206,5.8494,4.0713,5.2638,1.8635,5.4443,4.4548,3.6995,3.6727,2.8157,5.2599,0.489,5.9501,0.5981,2.9654,3.0227,2.4078,4.556,1.9552,4.2785,1.8283,1.0252,4.706,2.2869,4.2439,4.1069,5.5386,0.9556,5.0927,1.3404,3.9508,4.4422,1.9685,0.3507,2.8928,2.6254,5.0354,2.2879,4.5529,1.9067,5.6355,3.4478,2.016,3.1086,1.6861,0.7452,2.1513,2.1098,2.4649,,,,,,,,,,,2,14,23,21,10,14,25,13,15,15,19,12,6,7,9,17,13,9,20,1,8,23,23,13,3,11,4,4,13,1,16,24,18,20,5,4,4,4,22,9,8,22,21,7,11,7,9,10,11,15,2,5,11,12,15,15,25,15,10,17,2,16,15,11,11,15,4,10,13,17,6,21,20,14,22,18,20,22,21,10,2,4,20,11,23,18,13,11,7,16,22,12,11,8,18,4,8,23,6,18,1,18,11,21,23,3,18,12,22,22,10,12,12,2,23,20,22,24,14,24,2,3,15,23,2,12,22,19,14,4
2019-01-01 13:00:00+10:00,,,,,1.795884967,1.986819744,1.431917071,1.57916081,0.5595,0.6301,0.3973,3.4041,1.9767,0.7482,1.0885,0.973,3.3471,3.91,1.1766,0.9401,4.4918,2.6792,1.2098,5.6737,4.4563,3.2745,6.0101,4.949,2.4205,0.8869,1.7448,2.773,1.237,1.5193,0.5768,0.8462,3.657,1.0712,4.8251,0.403,0.5071,3.4831,2.5896,2.646,1.3778,1.1624,1.2037,5.6674,2.1467,0.6232,1.9876,0.2001,0.2646,4.4994,1.1907,1.977,2.0257,2.0809,2.4448,2.1075,3.9967,5.2155,3.0538,2.5707,1.8771,2.2021,4.7533,1.1033,1.9508,1.543,1.7547,3.1272,0.3475,4.5542,5.24,5.9191,5.5932,3.9661,4.6254,6.0852,2.4014,2.6509,6.0567,6.032,5.6,2.9395,2.661,5.4688,4.0766,1.6747,5.9774,1.7116,1.8432,1.0132,0.2488,5.237,5.3813,1.0846,2.3384,3.6373,2.8652,3.8179,2.5316,2.6228,2.8196,2.974,5.1013,1.7876,5.9208,5.2235,4.3012,4.7737,1.3316,5.3417,1.3702,2.0935,3.1881,1.0945,1.5596,3.5258,3.9533,5.723,4.2196,4.5247,5.4287,5.4411,3.2796,1.2509,1.0728,2.7958,3.4597,2.7674,4.0815,0.5283,3.4848,4.5385,1.5826,,,,,,,,,,,3,11,12,13,13,25,14,14,6,11,16,19,12,20,21,23,5,1,4,4,4,11,5,17,16,10,7,21,8,10,1,13,17,3,4,8,13,4,16,5,23,22,1,19,13,23,4,13,7,2,24,18,14,3,24,4,7,11,19,19,18,22,14,4,5,23,4,16,19,23,16,18,20,9,14,16,5,15,2,2,15,1,23,20,7,24,12,10,20,6,16,14,4,15,14,18,14,19,6,15,3,16,21,10,25,22,18,21,23,5,12,25,8,24,22,5,6,13,17,6,16,6,8,15,11,6,10,12,11,9
2019-01-01 14:00:00+10:00,,,,,1.785336256,2.006807566,1.436517954,1.59269762,0,5.5178,4.814,3.5039,6.0774,5.0901,4.9123,0.1863,0.5744,2.1051,0.5855,5.8474,4.9792,4.3235,3.9226,0.4547,3.66,2.4314,1.0348,0.4509,2.4643,2.5668,4.444,1.2301,6.0907,5.6996,1.2626,3.4248,3.4911,0.451,2.3354,3.8799,1.292,4.0669,3.9499,4.3388,4.684,4.982,0.1211,1.4317,4.2974,5.8053,2.3285,3.7464,3.2719,4.1563,5.658,2.5681,3.5264,5.3848,0.9978,0.7913,2.1434,1.0561,5.6388,3.9612,3.92,2.1619,3.1573,5.2767,4.9048,2.432,2.4785,4.6501,0.4474,5.3075,0.2089,0.5572,3.1232,0.86,4.3605,4.4484,5.7288,5.4359,0.9833,5.6562,5.5718,2.1543,1.3045,5.1924,3.0747,4.528,2.1394,5.4184,4.345,2.0749,0.5165,4.5898,2.389,1.3156,4.6902,3.9514,3.5954,3.7505,2.8813,0.4696,4.7264,5.3306,4.2959,4.2303,3.431,5.608,5.5243,5.4446,3.7863,4.7036,3.3172,4.6218,5.2153,5.7664,3.3776,1.0105,1.6048,4.435,1.9418,0.5772,2.9914,1.8082,4.8688,3.0578,1.0688,6.024,5.2018,3.4712,2.4058,4.1394,5.7321,5.6412,0.8987,,,,,,,,,,,4,20,13,2,13,6,1,20,5,4,10,16,18,8,16,4,6,6,21,15,25,10,12,22,5,2,21,21,23,9,22,16,16,9,8,8,21,20,25,19,23,19,23,12,2,3,4,17,2,14,18,21,12,3,12,17,11,7,24,3,22,12,9,19,17,12,6,2,21,5,23,10,19,10,22,17,20,9,15,23,20,8,19,6,20,22,22,2,14,23,17,10,22,13,11,3,21,23,2,10,17,17,18,25,23,9,21,19,16,22,15,17,14,9,2,14,9,19,16,10,5,23,7,21,14,15,18,19,15,8
2019-01-01 15:00:00+10:00,,,,,1.777455449,2.038374424,1.481671095,1.529198408,1.3803,6.0418,3.5342,0.4095,1.656,1.0406,3.8959,1.3632,5.9812,1.1905,4.4886,5.6263,5.7616,4.3101,1.3034,5.2337,4.1479,1.1292,5.9143,3.7008,4.4994,1.9016,4.3976,3.0924,4.7471,3.3668,2.3896,5.6616,1.8202,4.7185,5.7573,1.8022,3.2478,1.2286,2.6879,1.9765,1.3164,5.3975,3.6271,5.9589,4.7552,3.8019,0.631,4.9968,3.57,5.6892,1.5907,5.0069,2.968,5.0045,6.0887,0.4031,0.6309,0.5935,5.4216,5.747,2.5341,2.9419,5.9108,4.7801,1.6127,3.3429,1.1264,3.0121,2.5523,4.3631,5.4502,3.8591,5.1302,1.2619,4.7089,5.0808,2.7784,5.3711,4.9927,4.6736,3.6106,3.023,4.348,1.2471,3.4868,5.8244,4.0936,1.7036,0.2655,3.7925,2.1249,4.8136,5.8813,4.7511,3.7091,6.0044,6.0228,4.2088,4.4367,4.147,4.5497,4.2616,3.7886,2.8634,2.5105,4.8511,0.8459,1.7112,4.1494,2.1904,0.738,0.8403,5.1827,2.5571,2.7758,1.139,2.7393,2.092,1.7157,2.8542,2.8579,1.1555,4.0398,0.391,2.9065,5.9334,5.0914,4.8684,2.3118,4.3014,4.3529,2.843,2.84,,,,,,,,,,,5,2,7,2,5,4,23,20,11,12,3,21,17,22,19,4,14,23,8,5,8,13,18,3,3,14,13,13,14,11,11,13,9,19,22,12,4,9,4,23,4,24,10,11,15,13,12,14,12,18,3,9,7,25,17,13,13,2,21,16,20,3,22,22,22,6,20,2,18,9,10,11,7,14,6,3,16,10,19,4,24,6,4,13,2,2,17,5,24,4,8,7,25,5,3,11,21,21,8,24,8,19,6,20,11,12,15,4,24,10,14,14,4,25,18,19,2,7,21,10,24,19,8,14,4,19,12,20,15,18
2019-01-01 16:00:00+10:00,,,,,1.799342513,1.994802117,1.3564713,1.528107405,2.7944,0.2254,5.0826,3.8585,2.8339,1.2264,1.7707,5.7652,2.9273,5.3804,5.0073,5.3303,3.3396,5.3434,5.7547,4.3248,3.3475,2.2515,0.2329,2.6057,5.7927,4.0157,1.9068,3.4565,5.7271,1.8029,4.2858,2.3876,3.9005,0.7831,3.6192,1.0618,3.6184,5.923,2.5532,2.3784,1.0643,3.7992,5.268,2.5506,3.7708,3.5023,5.8881,4.0118,2.1527,3.7977,1.4441,0.9211,4.7019,4.2407,2.0302,4.8531,2.5872,4.4297,3.5138,4.6534,2.7655,4.3431,2.4065,3.2805,2.5298,6.0403,0.166,0.1261,5.8802,0.5487,4.892,0.6472,2.9706,3.2223,5.4013,1.923,3.2293,3.0944,3.7375,1.1703,3.8321,3.886,2.9882,2.7403,5.8201,3.7323,4.3114,3.2965,2.5681,3.7229,6.085,3.8209,0.9335,3.0308,5.2524,1.6567,2.4765,2.1328,2.6798,2.5045,4.9071,5.2181,0.7881,4.0467,4.1354,2.9535,4.4788,5.9738,2.3939,1.4162,0.2975,2.6534,4.0337,4.358,3.1536,5.5993,2.5875,1.0465,3.4379,5.4156,3.5892,2.0583,0.7248,5.812,5.6303,0.1721,0.245,2.0733,2.7131,1.8795,4.6134,0.8629,3.5041,,,,,,,,,,,6,6,17,18,11,8,19,6,1,17,22,19,10,16,20,12,11,7,17,8,19,15,3,21,5,1,11,16,18,24,15,6,2,15,7,5,22,5,21,22,18,3,19,12,2,15,16,20,8,14,14,5,10,22,9,1,24,2,16,10,22,15,25,4,16,4,2,4,14,11,1,1,2,9,23,10,16,13,8,5,7,23,22,25,7,10,4,17,4,6,2,17,6,9,14,8,19,12,19,12,15,16,11,6,18,7,6,19,4,16,4,6,18,19,11,16,2,24,19,22,13,11,15,15,19,19,24,7,18,17
2019-01-01 17:00:00+10:00,,,,,1.763366103,1.953834176,1.408522487,1.542739987,0,2.5257,5.5476,1.5,4.2817,2.8963,1.2638,5.3754,5.9624,0.9815,3.0479,5.1802,4.05,5.1891,0.1589,3.0941,4.6771,0.4611,6.0775,2.5653,0.9661,0.2832,1.7087,4.8639,1.0969,4.7641,1.3731,2.4286,1.1267,6.0763,0.338,5.4101,4.3355,5.1417,1.6419,5.1588,1.5929,2.8759,1.2618,4.1327,0.8756,4.9383,2.2521,3.8357,2.077,0.6416,4.5412,5.308,2.5261,5.789,1.7739,1.7459,3.0908,4.1481,5.3397,0.3855,4.1897,1.8193,5.2598,3.714,2.3728,2.4848,4.3087,0.823,2.3976,4.1925,5.6955,0.614,2.9038,5.5171,1.6861,3.3283,4.0784,1.7245,4.9982,1.5536,0.2857,5.5395,5.7807,3.8223,4.8946,2.5105,0.6966,0.2106,5.7874,3.2841,2.8767,5.1356,3.7209,1.9282,4.7332,4.9318,5.0689,4.1369,2.4602,3.6594,5.5291,5.5375,1.8361,1.4189,0.5832,3.1399,5.0043,0.1951,0.3051,3.0123,5.0646,4.4721,0.9052,3.6317,2.0955,5.3175,3.8446,2.0374,0.4251,5.6487,1.148,4.7162,2.0701,0.9615,1.0112,3.6854,1.5639,4.4512,0.9989,0.3013,2.4233,1.2018,1.3957,,,,,,,,,,,7,14,22,19,6,18,9,15,20,15,4,3,20,9,23,10,9,16,18,22,2,17,5,21,12,10,9,23,8,19,3,3,22,9,23,14,12,13,20,4,8,25,2,16,17,19,1,11,14,1,14,21,14,25,12,12,9,10,22,3,13,8,20,13,2,21,12,22,7,1,13,5,7,17,5,12,18,13,10,16,4,21,17,10,4,3,2,11,22,13,3,20,18,15,15,18,21,4,6,5,18,18,2,9,11,5,20,15,15,17,9,16,13,3,6,20,10,17,12,19,8,8,8,7,6,2,24,21,3,5
2019-01-01 18:00:00+10:00,,,,,1.805206418,1.993246794,1.418100238,1.511853099,2.182,0.6272,0.6006,3.5545,2.2575,2.41,1.2423,0.4426,4.3277,3.6338,5.3743,5.2506,1.6238,1.4996,1.0742,0.8519,3.6043,1.6852,0.4012,1.0274,0.7664,4.5007,5.9623,2.055,0.4036,3.6755,1.5215,0.8932,3.0477,2.6114,2.2294,2.0537,0.5972,0.5629,4.0243,1.614,2.1689,3.4826,5.4368,0.8644,5.6096,0.4413,2.2047,1.1939,3.8814,2.6361,4.9903,5.0815,4.034,0.317,1.4623,2.6198,2.4617,4.5076,1.936,0.7008,1.2998,6.0883,5.462,2.5644,5.0862,3.9546,5.9786,5.1478,5.4012,3.508,3.2343,1.0431,5.0436,4.8274,5.0929,2.6563,0.7176,3.374,0.5451,2.6189,4.0423,1.2674,5.3152,3.2372,2.3396,2.3686,3.8036,1.693,5.4905,1.9218,1.1387,5.9826,4.3877,4.9054,1.2362,5.893,1.1691,2.4629,5.9589,5.438,5.4757,2.4821,3.1443,3.7768,5.0997,4.5534,4.7138,1.733,5.9219,2.6782,3.8658,5.6583,1.1197,5.9234,0.3361,5.1006,3.264,5.157,5.4088,3.288,5.2186,1.5139,1.6901,0.2893,1.2724,4.5158,3.4019,1.0497,5.7024,3.9552,2.5266,0.6771,5.6317,,,,,,,,,,,8,14,20,16,11,11,11,22,23,23,20,20,4,21,24,22,4,10,12,11,15,5,5,8,7,18,1,17,11,6,2,21,1,4,8,4,10,20,6,5,4,9,6,21,21,10,12,23,9,6,14,20,9,19,22,14,25,11,16,21,1,7,19,16,10,13,15,12,8,6,4,21,23,12,23,5,11,14,12,18,6,9,18,24,17,8,8,23,11,13,9,15,16,20,9,8,10,7,23,16,5,4,17,23,4,16,9,6,20,22,23,11,8,20,14,3,12,3,9,16,10,22,17,13,10,23,24,15,8,20
